4	256			
H.264	1024	1.6	5	4.70
H.264	1024	0.0	5	4.60
H.264	1024	0.0	25	4.02
H.264	1024	0.0	25	4.03
H.264	1024	0.0	25	5.00
H.264	1024	0.0	25	5.00
H.264	1024	0.0	25	4.60
H.264	1024	1.3	1	1.13
H.264	1024	0.5	1	1.35
H.264	1024	0.6	1	3.96
H.264	1024	0.0	25	5.00
H.264	1024	0.0	25	5.00
H.264	1024	0.0	25	4.60
H.264	1024	1.3	10	3.43
H.264	1024	0.5	10	3.52
H.264	1024	1.3	10	4.25
H.264	1024	0.9	10	4.76
H.264	1024	0.0	10	4.60
H.264	1024	0.0	10	4.02
H.264	1024	0.0	10	4.03
H.264	1024	0.0	10	5.00
H.264	1024	0.0	10	5.00
H.264	1024	0.0	10	4.60
H.264	1024	0.6	5	3.03
H.264	1024	2.0	5	1.23
H.264	1024	1.3	5	4.46
H.264	1024	0.0	5	5.00
H.264	1024	0.0	5	4.60
H.264	1024	0.6	1	1.39
H.264	1024	0.5	1	1.19
H.264	1024	0.1	1	4.71
H.264	1024	0.2	1	3.46
H.264	1024	0.4	1	2.94
H.264	512	0.0	25	3.98
H.264	512	0.0	25	3.49
H.264	512	0.0	25	5.00
H.264	512	3.1	25	3.69
H.264	512	0.0	25	4.00
H.264	512	5.9	5	2.01
H.264	512	7.3	5	2.09
H.264	512	7.7	5	4.28
H.264	512	12.5	5	2.27
H.264	512	13.0	5	2.35
H.264	512	0.3	1	2.66
H.264	512	1.0	1	1.58
H.264	512	0.2	1	4.58
H.264	512	0.7	1	3.34
H.264	512	1.4	1	1.74
H.264	512	5.6	5	1.53
H.264	512	8.8	5	1.07
H.264	512	4.5	5	3.59
H.264	512	3.0	5	3.59
H.264	512	9.7	5	1.58
H.264	512	0.0	1	3.98
H.264	512	0.0	1	3.49
H.264	512	0.0	1	5.00
H.264	512	0.0	1	4.99
H.264	512	0.0	1	4.00
H.264	512	0.0	1	3.98
H.264	512	0.0	1	3.49
H.264	512	0.0	1	5.00
H.264	512	0.0	10	4.99
H.264	512	0.0	10	4.00
H.264	512	0.0	25	3.98
H.264	512	0.0	25	3.49
H.264	512	0.0	25	5.00
H.264	512	0.4	25	4.86
H.264	512	0.0	25	4.00
H.264	512	0.0	25	3.98
H.264	512	6.9	25	2.72
H.264	512	0.0	25	5.00
H.264	512	4.5	25	3.36
H.264	512	0.0	25	4.00
H.264	512	0.0	5	3.98
H.264	512	0.0	5	3.49
H.264	512	0.0	5	5.00
H.264	512	0.0	5	4.99
H.264	512	0.0	5	4.00
H.264	512	3.1	10	2.67
H.264	512	0.0	10	3.49
H.264	512	0.8	10	4.83
H.264	512	1.3	10	4.10
H.264	512	0.0	10	4.00
H.264	512	0.0	5	3.98
H.264	512	0.0	5	3.49
H.264	512	0.9	5	4.72
H.264	512	0.7	5	3.68
H.264	512	0.0	5	4.00
H.264	512	5.6	25	1.99
H.264	512	7.9	25	2.11
H.264	512	22.3	25	3.86
H.264	512	16.5	25	3.34
H.264	512	0.0	25	4.00
H.264	512	4.5	1	1.35
H.264	512	6.7	1	1.00
H.264	512	5.2	1	2.88
H.264	512	4.8	1	1.83
H.264	512	4.7	1	1.49
H.264	512	5.6	10	1.80
H.264	512	11.0	10	1.15
H.264	512	4.8	10	4.39
H.264	512	3.5	10	3.17
H.264	512	0.4	10	3.28
H.264	512	2.8	1	1.25
H.264	512	2.7	1	1.01
H.264	512	2.0	1	3.80
H.264	512	1.9	1	3.13
H.264	512	2.5	1	1.40
H.264	512	0.0	5	3.98
H.264	512	0.0	5	3.49
H.264	512	0.4	5	4.83
H.264	512	0.2	5	3.86
H.264	512	0.0	5	4.00
H.264	512	0.0	25	3.98
H.264	512	0.0	25	3.49
H.264	512	0.0	25	5.00
H.264	512	0.0	25	4.99
H.264	512	0.0	25	4.00
H.264	512	0.0	1	3.98
H.264	512	0.8	1	1.74
H.264	512	0.8	1	4.52
H.264	512	0.5	1	4.02
H.264	512	0.7	1	2.28
H.264	512	19.2	10	1.45
H.264	512	19.4	10	1.05
H.264	512	11.7	10	2.80
H.264	512	9.4	10	2.78
H.264	512	0.4	10	3.42
H.264	512	0.0	10	3.98
H.264	512	0.0	10	3.49
H.264	512	0.0	10	5.00
H.264	512	0.0	10	4.99
H.264	512	0.0	10	4.00
H.264	512	0.0	25	3.98
H.264	512	2.3	25	3.13
H.264	512	7.2	25	4.67
H.264	512	5.8	25	4.74
H.264	512	0.0	25	4.00
H.264	512	0.0	25	3.98
H.264	512	0.0	25	3.49
H.264	512	0.0	25	5.00
H.264	512	0.0	25	4.99
H.264	512	0.0	25	4.00
H.264	512	0.0	10	3.98
H.264	512	0.0	10	3.49
H.264	512	0.3	10	5.00
H.264	512	0.0	10	4.99
H.264	512	0.0	10	4.00
H.264	512	0.0	10	3.98
H.264	512	0.0	10	3.49
H.264	512	0.0	10	5.00
H.264	512	0.0	10	4.99
H.264	512	0.0	10	4.00
H.264	512	0.7	5	3.74
H.264	512	1.3	5	2.91
H.264	512	0.3	5	4.76
H.264	512	0.8	5	3.74
H.264	512	0.0	5	4.00
H.264	512	0.0	1	3.98
H.264	512	0.2	1	3.13
H.264	512	0.2	1	4.70
H.264	512	0.2	1	3.89
H.264	512	0.0	1	4.00

